Name,Profile Link,Title,Location,Rate per Hour,Job Success Score,Total Earnings,Category
vw7449328vw,https://www.freelancer.pk/u/vw7449328vw,"Web Hosting, DevOps, VPS Servers, WebDevelopment",India,$30 USD / hour,0.0,0.0,php
devkris,https://www.freelancer.pk/u/devkris,Web Architect & Developer,"Moldova, Republic of",$35 USD / hour,0.0,0.0,php
snazeemabanu,https://www.freelancer.pk/u/snazeemabanu,20+ yrs Experienced Programmer & Database Admin,India,$50 USD / hour,0.0,0.0,php
jordanstronguk,https://www.freelancer.pk/u/jordanstronguk,Experienced entrepreneur,United Kingdom,$25 USD / hour,0.0,0.0,php
karney,https://www.freelancer.pk/u/karney,"Real Pro Who does Quality Job: IT, SEO, Lingual, Research, Translation, Business Documents",United States,$25 USD / hour,0.0,0.0,php
neetus435,https://www.freelancer.pk/u/neetus435,Web Development,India,$10 USD / hour,0.0,0.0,php
stevenw42,https://www.freelancer.pk/u/stevenw42,Full Stack Developer | IOS | Mobile App Developer,United States,$30 USD / hour,0.0,0.0,php
yamataku0518y,https://www.freelancer.pk/u/yamataku0518y,Blockchain & Full Stack | WebGL & Game Specialist,Japan,$30 USD / hour,0.0,0.0,php
fulln,https://www.freelancer.pk/u/fulln,★★★ Senior Developer 7 Years of Experience ★★★,United States,$30 USD / hour,0.0,0.0,php
paulc224,https://www.freelancer.pk/u/paulc224,⭐Senior Full Stack Developer⭐,United States,$30 USD / hour,0.0,0.0,php
phill59,https://www.freelancer.pk/u/phill59,Senior full stack developer,Canada,$25 USD / hour,0.0,0.0,php
harryh638,https://www.freelancer.pk/u/harryh638,Full Stack && Blockchain && AI,Germany,$30 USD / hour,0.0,0.0,php
richardl950,https://www.freelancer.pk/u/richardl950,⭐Senior Software Engineer⭐,United States,$30 USD / hour,0.0,0.0,php
harisons6,https://www.freelancer.pk/u/harisons6,Senior Automation expert,Singapore,$35 USD / hour,0.0,0.0,php
alihassan628,https://www.freelancer.pk/u/alihassan628,"2x-5x ROI on Social media ad,on our design website",Pakistan,$8 USD / hour,0.0,0.0,php
Kabeer11000,https://www.freelancer.pk/u/Kabeer11000,"Team lead, Experienced software developer",Pakistan,$15 USD / hour,0.0,0.0,php
DevBet365,https://www.freelancer.pk/u/DevBet365,Bet365 expert developer,Spain,$30 USD / hour,0.0,0.0,php
MichaelB1978,https://www.freelancer.pk/u/MichaelB1978,Data Engineer and Web developer,United States,$29 USD / hour,0.0,0.0,php
rafaelovidiop3,https://www.freelancer.pk/u/rafaelovidiop3,Full Stack developer,Dominican Republic,$35 USD / hour,0.0,0.0,php
arthurpalomar,https://www.freelancer.pk/u/arthurpalomar,Full Stack Developer | Python | Javascript | PHP,Philippines,$22 USD / hour,0.0,0.0,php
bhupend24,https://www.freelancer.pk/u/bhupend24,Fullstack Developer,Nepal,$8 USD / hour,0.0,0.0,php
sivakumar676,https://www.freelancer.pk/u/sivakumar676,⚡Actions Speak Louder Than Words⚡FATEFUL Developer,India,$20 USD / hour,0.0,0.0,php
mattsoftdev,https://www.freelancer.pk/u/mattsoftdev,Python/JavaScript/PHP-Full Stack Developer,United States,$70 USD / hour,0.0,0.0,php
TanjilaAlim,https://www.freelancer.pk/u/TanjilaAlim,Seo Expert and Digital Marketer,Bangladesh,$5 USD / hour,0.0,0.0,php
GulzarF,https://www.freelancer.pk/u/GulzarF,Full Stack Developer | UI/UX Designer | Researcher,Canada,$35 USD / hour,0.0,0.0,php
crypsde,https://www.freelancer.pk/u/crypsde,Senior Softwareentwickler,Germany,$75 USD / hour,0.0,0.0,php
Abidafridi1,https://www.freelancer.pk/u/Abidafridi1,Graphic Designer | Full Stack Team,Pakistan,$20 USD / hour,0.0,0.0,php
DAAVILEHF,https://www.freelancer.pk/u/DAAVILEHF,Professional algo trader FX- XAUUSD,Mexico,$2 USD / hour,0.0,0.0,php
DAAVILEHF,https://www.freelancer.pk/u/DAAVILEHF,Professional algo trader FX- XAUUSD,Mexico,$2 USD / hour,0.0,0.0,php
flsupportmeynie,https://www.freelancer.pk/u/flsupportmeynie,Freelancer Membership Staff,Singapore,$3 USD / hour,0.0,0.0,php
hassanqadri24101,https://www.freelancer.pk/u/hassanqadri24101,React|JS|Node JS|PHP|Javascript|Word Press|python,Canada,$10 USD / hour,0.0,0.0,php
safimustafa,https://www.freelancer.pk/u/safimustafa,Web and desktop Developer,Pakistan,$15 USD / hour,0.0,0.0,php
jewelbdx,https://www.freelancer.pk/u/jewelbdx,"PHP, MySQL, CodeIgniter, WordPress, JS, Linux",Bangladesh,$15 USD / hour,0.0,0.0,php
nikjoorobert,https://www.freelancer.pk/u/nikjoorobert,53 year old Developer / Accountant,United Kingdom,$10 USD / hour,0.0,0.0,php
webdesignroma,https://www.freelancer.pk/u/webdesignroma,PHP Developer - Graphic Design Designer - iPhone Programmer,Italy,$500 USD / hour,0.0,0.0,php
fstnando,https://www.freelancer.pk/u/fstnando,Ingeniero en Sistemas,Argentina,$20 USD / hour,0.0,0.0,php
theholydozen,https://www.freelancer.pk/u/theholydozen,Full-stack Desktop and Web veteran developer,Canada,$20 USD / hour,0.0,0.0,php
lblanks240,https://www.freelancer.pk/u/lblanks240,Video Film and Audio Services,United States,$20 USD / hour,0.0,0.0,php
SurajRevankar92,https://www.freelancer.pk/u/SurajRevankar92,Integration|Azure|Python|Data|Excel|PowerPlatform,India,$30 USD / hour,0.0,0.0,php
olatunjidaniel,https://www.freelancer.pk/u/olatunjidaniel,Web Developer | Video Editor | Graphics Designer,Nigeria,$20 USD / hour,0.0,0.0,php
ahmedj38,https://www.freelancer.pk/u/ahmedj38,Full Stack & Blockchain Developer,United Kingdom,$35 USD / hour,0.0,0.0,php
zeeshan10090,https://www.freelancer.pk/u/zeeshan10090,PHP | Laravel | Node.Js | Python | AI | ML |,Pakistan,$15 USD / hour,0.0,0.0,php
dizprime,https://www.freelancer.pk/u/dizprime,Expert Web / App Developer & UI/UX Designer,Pakistan,$7 USD / hour,0.0,0.0,php
pauldinhdev,https://www.freelancer.pk/u/pauldinhdev,✅ Web & Mobile | Blockchain | Embedded | AI ✅,Canada,$70 USD / hour,0.0,0.0,php
Jagdish203,https://www.freelancer.pk/u/Jagdish203,Web & Mobile App Developer | Full-Stack Expertise,India,$10 USD / hour,0.0,0.0,php
sulemanibrahim24,https://www.freelancer.pk/u/sulemanibrahim24,Full Stack Developer | ReactJS | NextJS |,Pakistan,$15 USD / hour,0.0,0.0,php
kursv526,https://www.freelancer.pk/u/kursv526,1️⃣Top 1% | ✅Verified | ⭐Preferred,Ukraine,$25 USD / hour,0.0,0.0,php
ivancho28021993,https://www.freelancer.pk/u/ivancho28021993,desarrollador de aplicaciones y software,Colombia,$159 USD / hour,0.0,0.0,php
tryaw,https://www.freelancer.pk/u/tryaw,Honest Partner,United States,$20 USD / hour,0.0,0.0,php
oleksandrb9,https://www.freelancer.pk/u/oleksandrb9,"React, Web & Mobile Developer","Moldova, Republic of",$30 USD / hour,0.0,0.0,php
scotthonda10,https://www.freelancer.pk/u/scotthonda10,Web3 Focused Fullstack Developer,United States,$60 USD / hour,0.0,0.0,php
constantink3,https://www.freelancer.pk/u/constantink3,"✔️Full-Stack✔️-ECommerce(Wordpress, Shopify)",United States,$30 USD / hour,0.0,0.0,php
olatunjidaniel,https://www.freelancer.pk/u/olatunjidaniel,Web Developer | Video Editor | Graphics Designer,Nigeria,$20 USD / hour,0.0,0.0,php
nica63,https://www.freelancer.pk/u/nica63,Creative Developer & Designer,Philippines,$20 USD / hour,0.0,0.0,php
kursv526,https://www.freelancer.pk/u/kursv526,1️⃣Top 1% | ✅Verified | ⭐Preferred,Ukraine,$25 USD / hour,0.0,0.0,php
sulemanibrahim24,https://www.freelancer.pk/u/sulemanibrahim24,Full Stack Developer | ReactJS | NextJS |,Pakistan,$15 USD / hour,0.0,0.0,php
yeferson778,https://www.freelancer.pk/u/yeferson778,"Web, mobile frontend & blockchain dev",Colombia,$30 USD / hour,0.0,0.0,php
stevenw57,https://www.freelancer.pk/u/stevenw57,Full Stack Developer | IOS | Mobile App Developer,United States,$35 USD / hour,0.0,0.0,php
pntechlife,https://www.freelancer.pk/u/pntechlife,Full Stack Web Developer,Turkey,$80 USD / hour,0.0,0.0,php
dizprime,https://www.freelancer.pk/u/dizprime,Expert Web / App Developer & UI/UX Designer,Pakistan,$7 USD / hour,0.0,0.0,php
Jagdish203,https://www.freelancer.pk/u/Jagdish203,Web & Mobile App Developer | Full-Stack Expertise,India,$10 USD / hour,0.0,0.0,php
pauldinhdev,https://www.freelancer.pk/u/pauldinhdev,✅ Web & Mobile | Blockchain | Embedded | AI ✅,Canada,$70 USD / hour,0.0,0.0,php
KKUMAR108,https://www.freelancer.pk/u/KKUMAR108,Graphic Designer And Web Developer,Pakistan,$5 USD / hour,0.0,0.0,php
Kiannfar,https://www.freelancer.pk/u/Kiannfar,SENIOR GRAPHIC DESIGNER,Armenia,$40 USD / hour,0.0,0.0,php
devcojoomla,https://www.freelancer.pk/u/devcojoomla,Vector | Graphic | Illustrator | Photoshop,Italy,$35 USD / hour,0.0,0.0,php
Bolinotemmy,https://www.freelancer.pk/u/Bolinotemmy,"I AM A PROGRAMMER IN HTML,C++ and SEO expert",Nigeria,$130 USD / hour,0.0,0.0,php
gmarwah,https://www.freelancer.pk/u/gmarwah,IT Engineer,India,$15 USD / hour,0.0,0.0,php
huzaifaalam,https://www.freelancer.pk/u/huzaifaalam,GRAPHIC DESIGNER | 3D EXPERT | WEB DEVELOPER,Pakistan,$10 USD / hour,0.0,0.0,php
pandagm,https://www.freelancer.pk/u/pandagm,Sofware Systems Technology Manager,Israel,$150 USD / hour,0.0,0.0,php
rapid70,https://www.freelancer.pk/u/rapid70,Android App Developer by Kotlin Java MVVM Flutter,Bangladesh,$30 USD / hour,0.0,0.0,php
rizwanmpec,https://www.freelancer.pk/u/rizwanmpec,Engineers | Developers | Research | SCI & SCOPUS,India,$15 USD / hour,0.0,0.0,php
MeTranslate,https://www.freelancer.pk/u/MeTranslate,USA Based Web developer & Certified Translator,United States,$18 USD / hour,0.0,0.0,php
richirich007ash,https://www.freelancer.pk/u/richirich007ash,Expert in PHP/Joomla/Drupal/Laravel/MERN/AWS,India,$20 USD / hour,0.0,0.0,php
mujtaba138,https://www.freelancer.pk/u/mujtaba138,"I am  HTML, CSS, and javascript",Pakistan,$50 USD / hour,0.0,0.0,php
sofiaa64,https://www.freelancer.pk/u/sofiaa64,Full Stack Web developer | Mobile app development,Spain,$35 USD / hour,0.0,0.0,php
Radovan0313,https://www.freelancer.pk/u/Radovan0313,Full Stack Engineer,Serbia,$40 USD / hour,0.0,0.0,php
hudeerk,https://www.freelancer.pk/u/hudeerk,Senior Full Stack Developer,United States,$40 USD / hour,0.0,0.0,php
InworkSolutions,https://www.freelancer.pk/u/InworkSolutions,WordPress | Node.js | Shopify | React | PHP,Pakistan,$50 USD / hour,0.0,0.0,php
filipa21,https://www.freelancer.pk/u/filipa21,Web | Blockchain | Bot developer,Serbia,$30 USD / hour,0.0,0.0,php
victoralbertom,https://www.freelancer.pk/u/victoralbertom,Full Stack web developer,Mexico,$40 USD / hour,0.0,0.0,php
proverbes12,https://www.freelancer.pk/u/proverbes12,WEB DEVELOPER | DESIGNER | LOGO | GRAPHICS,Senegal,$10 USD / hour,0.0,0.0,php
InworkSolutions,https://www.freelancer.pk/u/InworkSolutions,WordPress | Node.js | Shopify | React | PHP,Pakistan,$50 USD / hour,0.0,0.0,php
ruslanr8,https://www.freelancer.pk/u/ruslanr8,"web design | Front-end (React,Three)|Back-end",Ukraine,$35 USD / hour,0.0,0.0,php
annm70,https://www.freelancer.pk/u/annm70,Interior Designer,Kenya,$20 USD / hour,0.0,0.0,php
tomr84,https://www.freelancer.pk/u/tomr84,Python Developer | Web Development,Netherlands,$30 USD / hour,0.0,0.0,php
DevShahadat1,https://www.freelancer.pk/u/DevShahadat1,Web Designer developer and WordPress expert,Bangladesh,$10 USD / hour,0.0,0.0,php
boriss3,https://www.freelancer.pk/u/boriss3,Senior Software Engineer,Serbia,$30 USD / hour,0.0,0.0,php
williamt61,https://www.freelancer.pk/u/williamt61,Pro Skilled Developer,United States,$50 USD / hour,0.0,0.0,php
williamt61,https://www.freelancer.pk/u/williamt61,Pro Skilled Developer,United States,$50 USD / hour,0.0,0.0,php
landrejicfl123,https://www.freelancer.pk/u/landrejicfl123,Full Stack Developer,Serbia,$35 USD / hour,0.0,0.0,php
bobyevj,https://www.freelancer.pk/u/bobyevj,Full Stack Developer | Web development Specialist,United States,$50 USD / hour,0.0,0.0,php
marwanbasemcv,https://www.freelancer.pk/u/marwanbasemcv,"full stack developer, 3D artist",Egypt,$12 USD / hour,0.0,0.0,php
vozanton,https://www.freelancer.pk/u/vozanton,✅Senior Developer✅ WEB/Mobile/AI/Python/Game,Ukraine,$30 USD / hour,0.0,0.0,php
PlabloDiablo,https://www.freelancer.pk/u/PlabloDiablo,Developer Loved By All Clients,Argentina,$30 USD / hour,0.0,0.0,php
BuildMeTech,https://www.freelancer.pk/u/BuildMeTech,⭐FullStack Developer| Brand Designer|,United States,$30 USD / hour,0.0,0.0,php
anicho228,https://www.freelancer.pk/u/anicho228,Sr Full-Stack Developer with Blockchain Experience,Germany,$15 USD / hour,0.0,0.0,php
su060,https://www.freelancer.pk/u/su060,Full-stack && Blockchain developer,Ukraine,$30 USD / hour,0.0,0.0,php
mah53,https://www.freelancer.pk/u/mah53,TOP Rated ⭐ Senior Developer ⭐ Graphic ⭐ Logo ⭐,United States,$30 USD / hour,0.0,0.0,php
boriss3,https://www.freelancer.pk/u/boriss3,Senior Software Engineer,Serbia,$30 USD / hour,0.0,0.0,php
IkaroFelix,https://www.freelancer.pk/u/IkaroFelix,Front-End Developer,Brazil,$10 USD / hour,0.0,0.0,php
sweetdream77,https://www.freelancer.pk/u/sweetdream77,Senior Full Stack Developer,China,$30 USD / hour,0.0,0.0,php
ibrahimkhurram44,https://www.freelancer.pk/u/ibrahimkhurram44,Full Stack Developer | Database and Host Admin,Pakistan,$8 USD / hour,0.0,0.0,php
BuildMeTech,https://www.freelancer.pk/u/BuildMeTech,⭐FullStack Developer| Brand Designer|,United States,$30 USD / hour,0.0,0.0,php
DillingData,https://www.freelancer.pk/u/DillingData,Full stack Web Developer,Sweden,$12 USD / hour,0.0,0.0,php
ronisarker480,https://www.freelancer.pk/u/ronisarker480,"WordPress Dev | SEO, HTML/CSS/JS, AI & FB Ads Pro",Bangladesh,$20 USD / hour,0.0,0.0,php
mshoaibsiddiqi,https://www.freelancer.pk/u/mshoaibsiddiqi,Expert WordPress Developer,Pakistan,$50 USD / hour,0.0,0.0,php
rabimushtaq,https://www.freelancer.pk/u/rabimushtaq,Web designing and content writer,Pakistan,$20 USD / hour,0.0,0.0,php
hasanurrah,https://www.freelancer.pk/u/hasanurrah,Pentester | Hacker | Webs security | Network,Bangladesh,$10 USD / hour,0.0,0.0,php
anicho228,https://www.freelancer.pk/u/anicho228,Sr Full-Stack Developer with Blockchain Experience,Germany,$15 USD / hour,0.0,0.0,php
JuanMardikian,https://www.freelancer.pk/u/JuanMardikian,Senior FullStack Software Engineer,United States,$50 USD / hour,0.0,0.0,php
eroniko,https://www.freelancer.pk/u/eroniko,"Delphi, Php, Html,  Docker, Python devoloper",Turkey,$30 USD / hour,0.0,0.0,php
kenethwalters,https://www.freelancer.pk/u/kenethwalters,ALWAYS READY TO WORK!,Canada,$30 USD / hour,0.0,0.0,php
BilalPasta08,https://www.freelancer.pk/u/BilalPasta08,UI/UX|Logo Designer|Graphic Design|PowerPoint|,Pakistan,$25 USD / hour,0.0,0.0,php
roman425,https://www.freelancer.pk/u/roman425,PHP | React/Vue.js | HTML/Javascript/Css Expert,Ukraine,$20 USD / hour,0.0,0.0,php
jamesmay0105,https://www.freelancer.pk/u/jamesmay0105,Web and Mobile Developer,United States,$20 USD / hour,0.0,0.0,php
neetus057,https://www.freelancer.pk/u/neetus057,Web Development,India,$10 USD / hour,0.0,0.0,php
harisons8,https://www.freelancer.pk/u/harisons8,Backend Developer,United States,$25 USD / hour,0.0,0.0,php
moizdzo3l,https://www.freelancer.pk/u/moizdzo3l,Business Writer | Ghostwriter | SMM SEO Marketer,Pakistan,$25 USD / hour,5.0,4.6,php
moizdzo3l,https://www.freelancer.pk/u/moizdzo3l,Business Writer | Ghostwriter | SMM SEO Marketer,Pakistan,$25 USD / hour,5.0,4.6,php
emmaw24,https://www.freelancer.pk/u/emmaw24,Need Assistance? I'm Here to Help You!,United States,$20 USD / hour,0.0,0.0,php
andresd6,https://www.freelancer.pk/u/andresd6,Web Fullstack and AI developer,Colombia,$35 USD / hour,0.0,0.0,php
raymondbeckham,https://www.freelancer.pk/u/raymondbeckham,⚡ ❗❗Senior Developer | Python ASP.NET  Node.js❗❗⚡,United States,$40 USD / hour,0.0,0.0,php
roger220,https://www.freelancer.pk/u/roger220,Logo/Brand Identity| Illustrator |Graphic Designer,United Kingdom,$50 USD / hour,0.0,0.0,php
gonzaloe7,https://www.freelancer.pk/u/gonzaloe7,"Backend && API developer(Golang, PHP)",Argentina,$39 USD / hour,0.0,0.0,php
paulb46,https://www.freelancer.pk/u/paulb46,Full Stack | AI | AR/VR | Blockchain,Germany,$35 USD / hour,0.0,0.0,php
annaa50,https://www.freelancer.pk/u/annaa50,Full Stack developer,United States,$50 USD / hour,0.0,0.0,php
chrisj60,https://www.freelancer.pk/u/chrisj60,⭐⏩EXPERIENCED FULL-STACK DEVELOPER BACK-END⏪⭐,United States,$30 USD / hour,0.0,0.0,php
andrewsolution0,https://www.freelancer.pk/u/andrewsolution0,Make your ideas a reality!,United States,$30 USD / hour,0.0,0.0,php
annaa50,https://www.freelancer.pk/u/annaa50,Full Stack developer,United States,$50 USD / hour,0.0,0.0,php
daniele817,https://www.freelancer.pk/u/daniele817,React | Python | Node.js | Java | Extension,United States,$70 USD / hour,0.0,0.0,php
maxo2,https://www.freelancer.pk/u/maxo2,Senior software developer,Ukraine,$30 USD / hour,0.0,0.0,php
emilesd617,https://www.freelancer.pk/u/emilesd617,"Full-stack developer, Available Now, + 9 years.",Belgium,$40 USD / hour,0.0,0.0,php
andresd6,https://www.freelancer.pk/u/andresd6,Web Fullstack and AI developer,Colombia,$35 USD / hour,0.0,0.0,php
raymondbeckham,https://www.freelancer.pk/u/raymondbeckham,⚡ ❗❗Senior Developer | Python ASP.NET  Node.js❗❗⚡,United States,$40 USD / hour,0.0,0.0,php
skylexdigital,https://www.freelancer.pk/u/skylexdigital,"We are a company, we implements web based projects",Ukraine,$30 USD / hour,0.0,0.0,php
gonzaloe7,https://www.freelancer.pk/u/gonzaloe7,"Backend && API developer(Golang, PHP)",Argentina,$39 USD / hour,0.0,0.0,php
DrJaziz,https://www.freelancer.pk/u/DrJaziz,"Professional designer, Video editor",Pakistan,$15 USD / hour,0.0,0.0,php
Muditewb15,https://www.freelancer.pk/u/Muditewb15,Expert in PHP | Website Design | Brochure Design,India,$15 USD / hour,0.0,0.0,php
gonzaloe7,https://www.freelancer.pk/u/gonzaloe7,"Backend && API developer(Golang, PHP)",Argentina,$39 USD / hour,0.0,0.0,php
paulb46,https://www.freelancer.pk/u/paulb46,Full Stack | AI | AR/VR | Blockchain,Germany,$35 USD / hour,0.0,0.0,php
annaa50,https://www.freelancer.pk/u/annaa50,Full Stack developer,United States,$50 USD / hour,0.0,0.0,php
chrisj60,https://www.freelancer.pk/u/chrisj60,⭐⏩EXPERIENCED FULL-STACK DEVELOPER BACK-END⏪⭐,United States,$30 USD / hour,0.0,0.0,php
andrewsolution0,https://www.freelancer.pk/u/andrewsolution0,Make your ideas a reality!,United States,$30 USD / hour,0.0,0.0,php
charlesa17,https://www.freelancer.pk/u/charlesa17,Professional Engineer | Software & Electrical,United States,$25 USD / hour,0.0,0.0,php
constantink6,https://www.freelancer.pk/u/constantink6,"✔️Full-Stack✔️-ECommerce(Wordpress, Shopify)",United States,$30 USD / hour,0.0,0.0,php
paulc116,https://www.freelancer.pk/u/paulc116,⭐Senior Full Stack Developer⭐,United States,$30 USD / hour,0.0,0.0,php
jonnys73,https://www.freelancer.pk/u/jonnys73,Full Stack Developer,United States,$30 USD / hour,0.0,0.0,php
KraftWebAgency,https://www.freelancer.pk/u/KraftWebAgency,Full stack wordpress developer,Ukraine,$20 USD / hour,0.0,0.0,php
smithtony2442,https://www.freelancer.pk/u/smithtony2442,Full Stack Developer,United States,$30 USD / hour,0.0,0.0,php
keskondev,https://www.freelancer.pk/u/keskondev,Full Stack Developer,Brazil,$9 USD / hour,0.0,0.0,php
maxo2,https://www.freelancer.pk/u/maxo2,Senior software developer,Ukraine,$30 USD / hour,0.0,0.0,php
qartlosn,https://www.freelancer.pk/u/qartlosn,Senior Full-Stack / AI / Blockchain / Mobile,Georgia,$30 USD / hour,0.0,0.0,php
christianriverab,https://www.freelancer.pk/u/christianriverab,Software Engineer: PHP-JAVA-JAVASCRIPT-FLUTTER,Honduras,$10 USD / hour,0.0,0.0,php
